wedge,makepatch_call_count,deletepatch_call_count
6115,44,30
6116,59,46
6117,58,42
6118,59,40
6119,54,38
6120,55,41
6121,62,45
6122,104,86
6123,46,29
6124,45,26
6125,77,62
6126,90,74
6127,40,27
6128,119,99
6129,128,109
6130,34,19
6131,103,85
6132,54,37
6133,97,79
6134,90,68
6135,143,118
6136,45,23
6137,84,65
6138,77,57
6139,79,63
6140,28,10
6141,91,70
6142,74,57
6143,84,63
6144,41,28
6145,80,65
6146,82,68
6147,78,63
6148,63,50
6149,77,62
6150,69,53
6151,64,48
6152,94,73
6153,62,48
6154,80,63
6155,75,59
6156,131,114
6157,68,54
6158,44,28
6159,74,58
6160,59,44
6161,57,39
6162,85,70
6163,124,106
6164,84,66
6165,99,73
6166,77,64
6167,53,36
6168,84,71
6169,48,37
6170,49,35
6171,60,43
6172,35,21
6173,73,54
6174,60,46
6175,71,57
6176,62,44
6177,100,87
6178,85,66
6179,83,68
6180,94,79
6181,92,75
6182,55,39
6183,70,54
6184,100,81
6185,48,33
6186,42,27
6187,66,52
6188,97,80
6189,115,94
6190,45,26
6191,63,45
6192,53,39
6193,46,31
6194,69,54
6195,54,39
6196,61,43
6197,51,34
6198,46,31
6199,53,38
6200,39,22
6201,90,74
6202,47,33
6203,64,45
6204,84,69
6205,65,48
6206,79,64
6207,83,68
6208,66,51
6209,51,34
6210,51,36
6211,46,29
6212,106,91
6213,66,52
6214,58,41
6215,51,33
6216,104,88
6217,39,25
6218,71,55
6219,37,24
6220,38,21
6221,83,65
6222,85,68
6223,56,39
6224,39,23
6225,106,85
6226,59,39
6227,89,73
6228,94,77
6229,49,31
6230,61,47
6231,61,45
6232,34,21
6233,21,6
6234,58,40
6235,118,100
6236,75,58
6237,116,88
6238,86,61
6239,98,75
6240,72,51
6241,92,74
6242,73,56
6243,91,73
6244,40,25
6245,48,30
6246,32,20
6247,32,19
6248,66,51
6249,37,25
6250,44,31
6251,63,51
6252,58,44
6253,38,23
6254,57,44
6255,78,64
6256,39,21
6257,95,79
6258,61,48
6259,52,37
6260,140,119
6261,70,51
6262,80,64
6263,82,66
6264,53,37
6265,86,68
6266,94,73
6267,52,34
6268,56,42
6269,96,80
6270,69,56
6271,63,52
6272,84,73
6273,46,26
6274,43,29
6275,61,44
6276,73,55
6277,74,59
6278,85,66
6279,71,57
6280,53,35
6281,95,79
6282,26,12
6283,52,36
6284,44,30
6285,83,69
6286,66,52
6287,41,28
6288,62,49
6289,62,48
6290,54,42
6291,47,35
6292,74,58
6293,78,63
6294,84,67
6295,50,36
6296,60,46
6297,81,66
6298,97,83
6299,72,58
6300,41,27
6301,85,70
6302,40,28
6303,47,35
6304,48,34
6305,69,57
6306,38,24
6307,63,49
6308,85,70
6309,64,50
6310,64,46
6311,96,80
6312,68,52
6313,73,57
6314,67,50
6315,56,39
6316,57,38
6317,45,30
6318,44,28
6319,38,23
6320,110,90
6321,62,43
6322,96,78
6323,83,65
6324,82,67
6325,72,53
6326,71,49
6327,71,50
6328,88,68
6329,98,80
6330,88,69
6331,68,50
6332,52,37
6333,119,96
6334,73,56
6335,59,45
6336,94,75
6337,89,72
6338,71,55
6339,45,32
6340,60,44
6341,61,45
6342,74,60
6343,50,36
6344,37,22
6345,67,52
6346,66,51
6347,79,63
6348,38,26
6349,56,41
6350,66,51
6351,67,51
6352,44,27
6353,35,18
6354,54,40
6355,49,33
6356,63,49
6357,67,53
6358,20,6
6359,59,44
6360,110,94
6361,84,68
6362,67,52
6363,45,31
6364,51,39
6365,87,74
6366,85,67
6367,35,24
6368,48,32
6369,37,25
6370,70,59
6371,73,58
6372,90,76
6373,80,63
6374,67,50
6375,71,57
6376,77,60
6377,56,39
6378,51,34
6379,53,37
6380,81,65
6381,52,38
6382,64,52
6383,80,68
6384,76,61
6385,92,78
6386,72,55
6387,97,80
6388,105,84
6389,79,63
6390,50,33
6391,110,94
6392,37,22
6393,81,64
6394,98,80
6395,79,60
6396,71,55
6397,83,65
6398,82,66
6399,59,44
